,MKOA WA ARUSHA,,,,,,,,Scope of works,,,,,,,,,,
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Imbibia,13,Kati,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Imbibia,14,Mukulat,,2.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Losikito,15,Losirwa,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Losikito,16,Olomoishira,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Losikito,17,Lembashishi,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Losikito,18,Lembolei,,1.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Engalaoni,19,Lewama,,2.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Engalaoni,20,Ormukuna,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Engalaoni,21,Bombani,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Engurtoto,22,Olorikoti,,2.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Engurtoto,23,Engawalet,,2.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Engurtoto,24,Shuleni,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mwandet,Engurtoto,25,Mbukara,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lengijave,Olkejulenderit,26,Kandasikiriet,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lengijave,Olkejulenderit,27,Olbomba,,2.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lengijave,Olkejulenderit,28,Olkejulenderit,,1.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lengijave,Ilkurot,29,Ngaluma,,0.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lengijave,Ilkurot,30,Sarunga,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lengijave,Lengijave,31,Kibori,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lengijave,Lengijave,32,Ololua,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lengijave,Lengijave,33,Orbak,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lengijave,Lengijave,34,Iltulele,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lemanyata,Lemanyata,35,Lemanyata,,0.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lemanyata,Lemanyata,36,RC mission,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lemanyata,Lemanyata,37,Loomotonyi,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lemanyata,Olkokola,38,Olama,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lemanyata,Olkokola,39,Station,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lemanyata,Olkokola,40,Shaudo,,1.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lemanyata,Olkokola,41,Engorika,,2.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lemanyata,Lenjani,42,Matimu,,1.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Lemanyata,Lenjani,43,Lenjani,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyosambu,Oldonyosambu,44,Maurani,,0.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyosambu,Oldonyosambu,45,Madukani,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyosambu,Oldonyosambu,46,Oldonyosambu,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyosambu,Lemong'o,47,Chemchem,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyosambu,Lemong'o,48,Lemong'o Juu,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyosambu,Lemong'o,49,Lemunge,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyosambu,Lemanda,50,Lemanda,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyosambu,Lemanda,51,Ngivikati,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyosambu,Lemanda,52,Zahanati,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Oldonyowas,53,Oldonyowas,,2.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Oldonyowas,54,Sura,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Oldonyowas,55,Sokoni,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Oldonyowas,56,Mareu,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Losinoni kati,57,Engedeko,,0.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Losinoni kati,58,Patoromoni,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Losinoni kati,59,Lesakartata,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Engutukoiti,60,Esirale,,0.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Engutukoiti,61,Engutukoiti,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Engutukoiti,62,Madebe,,2.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Engutukoiti,63,Kaanani,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Losinoni juu,64,Losinoni juu,,1.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oldonyowas,Losinoni juu,65,Namelok,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kisongo,Ilkerin,66,Ilkerin Juu,,2.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kisongo,Ilkerin,67,Parselian,,0.8,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kisongo,Lesiraa,68,Bwawani,,3.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kisongo,Lesiraa,69,Lesiraa,,1.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kisongo,Lesiraa,70,Mteelelu,,2.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kisongo,Ngorbob,71,Olkaria,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mateves,Lemugur,72,Engikaret,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mateves,Lemugur,73,Mliman Farm,,2.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Laroi,Laroi,74,Mlimani,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Laroi,Enjoro,75,Enjoro,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Laroi,Enjoro,76,Namba 3,,0.2,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Laroi,Kisima Cha Mungu,77, Kisima cha Mungu,,5.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Laroi,Kisima Cha Mungu,78,Bwawani,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Musa,Oloitushula,79,Loolasho,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Musa,Nengung'u,80,Ngorienito,,0.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Musa,Olchorovus,81,Enjoro Ondare,,0.3,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Musa,Olchorovus,82,Engusero,,0.3,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Musa,Likamba,83,Enguvururana,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Musa,Likamba,84,Eunoto,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Musa,Likamba,85,Olovoni,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oljoro,Oljoro,86,Olmotony,,0.2,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oljoro,Oljoro,87,Kikedokini,,5.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oljoro,Oljoro,88,Olasiti,,0.2,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oljoro,Oljoro,89,Ujamaa,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oljoro,Mbuyuni,90,Enjikaka,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oljoro,Mbuyuni,91,Enderesi,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oljoro,Mbuyuni,92,Ilimitomwa,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oljoro,Milongoine,93,Kumbakumba,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Oljoro,Milongoine,94,Bondeni,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Olmuringaringa,95,Saiboku,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Olmuringaringa,96,Josho,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Olmuringaringa,97,Shule,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Olmuringaringa,98,Melembuki,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Kimnyaki,99,Loinepunye,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Kimnyaki,100,Wavii,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Kimnyaki,101,Lekako,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Kimnyaki,102,Mitaroni,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Olevolos,103,Maendeleo,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Olevolos,104,Wataalam,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Olevolos,105,Vitendo,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Kimnyaki,Olevolos,106,Juhudi,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Sambasha,107,Ilparakwo,0.7,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Sambasha,108,Mwenge,1.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Sambasha,109,Huduma,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Sambasha,110,Mpakani,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Timbolo,111,Olting'idi,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Timbolo,112,Madukani,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Shiboro,113,Omelili ,2.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Shiboro,114,Masaga,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Shiboro,115,Munga,0.5,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Shiboro,116,Narok,0.5,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Timbolo,117,Muterian,0.5,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Sambasha,Timbolo,118,Meduti,0.5,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Oloigeruno,119,Oldonyo,1.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Oloigeruno,120,Oloigeruno,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Oloigeruno,121,Naresho,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Oloigeruno,122,Indulelei,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Ilkisongo,123,Ilmelili,0.3,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Ilkisongo,124,Ilkisongo juu,0.5,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Ilkisongo,125,Ilkisongo chini,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Ilkiding'a,126,Ndikala,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Ilkiding'a,127,Mula,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Ilkiding'a,128,Lobulu,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Ilkiding'a,Ilkiding'a,129,Laizer,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Oldonyosapuk,130,Ilmadu,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Oldonyosapuk,131,Nangwa,1.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Oldonyosapuk,132,Karatini,1.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Oldonyosapuk,133,Shule,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Ilkirevi,134,Oloirowa,0.4,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Ilkirevi,135,Leshabari,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Ilkirevi,136,Olturoto,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Kivululu,137,Olmatejo,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Kivululu,138,Olmareti,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Kivululu,139,Oloigero,0.5,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Osunyai,140,Osunyai,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Osunyai,141,Ekenywa,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Olturoto,Osunyai,142,Endonyo rongai,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Bangata,Midawe,143,Mangola,2.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Bangata,Midawe,144,Ngukenyi,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Bangata,Midawe,145,Mang'ola,2.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Bangata,Bangata,146,Engikariet,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Bangata,Bangata,147,Olevolosi,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Bangata,Bangata,148,Mierenyi,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Bangata,Sasi,149,Sangananu,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Bangata,Sasi,150,Nkwaniche,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Bangata,Sasi,151,Nkwasei,0.0,,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Mlangarini,152,Maroroi,,1.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Mlangarini,153,Olomitu,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Mlangarini,154,Bondeni,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Mlangarini,155,Mlangarini kati,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Mlangarini,156,Majengo,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Kiserian,157,Loongiva,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Kiserian,158,Lesoit,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Kiserian,159,Olmararoi,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Kiserian,160,Oldenderit,,0.7,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Kiserian,161,Kiseriani,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Kiserian,162,Mlimani,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Kiserian,163,Loswirai,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Kiserian,164,Mbuli,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Kiserian,165,Muungano,,1.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Manyire,166,Olmesera,,1.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Manyire,167,Upendo,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Manyire,168,Makao Mapya,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Mlangarini,Manyire,169,Majengo,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Nduruma,Nduruma,170,Olodenderit,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Nduruma,Nduruma,171,Maroroi,,1.5,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Nduruma,Nduruma,172,Nduruma kati,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Nduruma,Nduruma,173,Madukani,,0.0,,1,,1.6,1.1,2.7,50,3,53
,Arusha,Arumeru,Arusha DC,Arumeru Magharibi,Nduruma,Samaria ,174,Usandaweni,,0.0,,1,,1.6,1.1,2.7,50,3,53
